trip_id,vehicle_id,region,start_time,end_time,duration_min,mileage_km,idle_after_min
68,VH-035,Central,2024-10-12 07:48:00,2024-10-12 08:38:12.654736,50.21,36.62,7.15
69,VH-081,East,2025-04-26 23:40:00,2025-04-26 23:56:00.057323,16.0,13.21,167.24
70,VH-164,North,2024-12-01 11:50:00,2024-12-01 14:15:49.647396,145.83,138.52,95.18
71,VH-050,West,2024-07-19 18:17:00,2024-07-19 18:34:29.875526,17.5,19.08,196.79
72,VH-104,Central,2024-09-09 00:22:00,2024-09-09 01:06:50.591932,44.84,36.41,27.34
73,VH-132,West,2024-11-03 20:33:00,2024-11-03 20:49:08.236354,16.14,15.41,65.78
74,VH-002,West,2024-12-17 21:56:00,2024-12-17 23:13:03.053695,77.05,80.07,189.78
75,VH-134,East,2025-04-01 17:51:00,2025-04-01 18:13:46.993520,22.78,29.11,219.03
76,VH-054,West,2024-05-26 08:29:00,2024-05-26 08:38:32.332640,9.54,8.9,12.45
77,VH-106,South,2024-09-29 12:38:00,2024-09-29 12:45:02.272546,7.04,6.81,18.27
78,VH-004,South,2025-02-21 09:55:00,2025-02-21 10:08:22.530100,13.38,15.81,27.16
79,VH-054,Central,2024-07-25 08:25:00,2024-07-25 09:36:35.018043,71.58,80.32,130.66
80,VH-191,Central,2024-12-01 17:10:00,2024-12-01 17:20:27.275377,10.45,13.48,146.29
81,VH-146,North,2024-06-05 16:59:00,2024-06-05 17:04:03.824295,5.06,5.57,51.58
82,VH-044,East,2025-01-02 06:22:00,2025-01-02 06:35:28.915733,13.48,12.2,17.03
83,VH-162,Central,2024-10-18 17:18:00,2024-10-18 18:23:21.239478,65.35,71.93,3.02
84,VH-190,North,2024-10-26 14:00:00,2024-10-26 16:33:24.115888,153.4,119.45,144.23
85,VH-014,Central,2024-05-17 09:58:00,2024-05-17 10:14:29.241824,16.49,18.92,7.57
86,VH-095,North,2024-05-29 06:03:00,2024-05-29 06:20:07.708326,17.13,19.6,11.26
87,VH-048,East,2024-05-05 21:56:00,2024-05-05 22:16:40.180860,20.67,21.08,122.54
88,VH-015,East,2024-08-14 09:37:00,2024-08-14 09:49:01.140023,12.02,11.1,49.18
89,VH-200,Central,2025-01-24 02:08:00,2025-01-24 02:49:58.170912,41.97,32.71,18.27
90,VH-190,South,2024-06-25 08:16:00,2024-06-25 08:30:43.205922,14.72,18.93,3.65
91,VH-040,West,2024-08-07 02:04:00,2024-08-07 02:19:48.766784,15.81,12.29,31.26
92,VH-082,Central,2024-08-28 07:31:00,2024-08-28 08:42:01.387355,71.02,53.74,101.48
93,VH-111,North,2024-05-17 05:55:00,2024-05-17 06:02:12.885525,7.21,8.64,107.88
94,VH-053,East,2024-08-24 09:37:00,2024-08-24 10:04:00.183800,27.0,27.33,63.26
95,VH-024,Central,2024-06-08 18:34:00,2024-06-08 19:25:54.732428,51.91,65.0,114.53
96,VH-154,East,2024-07-22 12:36:00,2024-07-22 14:25:08.935278,109.15,127.65,106.32
97,VH-188,Central,2024-06-12 14:45:00,2024-06-12 15:21:32.848676,36.55,39.16,45.08
98,VH-124,East,2024-12-03 16:15:00,2024-12-03 16:43:05.981856,28.1,20.21,70.17
99,VH-041,South,2024-10-04 19:09:00,2024-10-04 19:24:16.196658,15.27,13.49,85.11
100,VH-157,North,2025-03-21 20:08:00,2025-03-21 20:25:46.652869,17.78,12.8,14.99
101,VH-015,Central,2024-09-27 20:47:00,2024-09-27 20:57:57.321569,10.96,11.19,61.03
102,VH-045,East,2025-04-14 04:14:00,2025-04-14 04:21:48.033111,7.8,7.49,39.72
103,VH-065,Central,2025-03-21 10:03:00,2025-03-21 10:09:28.970261,6.48,4.85,101.76
104,VH-089,North,2024-06-29 12:08:00,2024-06-29 13:23:55.676567,75.93,81.7,45.65
105,VH-071,Central,2024-12-02 14:44:00,2024-12-02 15:28:33.129680,44.55,38.95,47.35
106,VH-009,West,2024-06-22 09:34:00,2024-06-22 09:39:32.378563,5.54,4.16,4.48
107,VH-088,East,2025-02-16 10:38:00,2025-02-16 12:52:53.818440,134.9,152.83,22.83
108,VH-129,North,2024-06-29 11:37:00,2024-06-29 12:29:13.004520,52.22,37.0,3.95
109,VH-136,South,2024-09-16 21:05:00,2024-09-16 21:46:36.754716,41.61,33.16,9.45
110,VH-063,West,2024-06-09 17:08:00,2024-06-09 18:00:33.527741,52.56,64.41,65.93
111,VH-139,Central,2025-01-28 20:41:00,2025-01-28 20:56:20.638591,15.34,18.63,35.84
112,VH-081,Central,2024-05-31 04:23:00,2024-05-31 05:02:22.103171,39.37,50.41,35.27
113,VH-136,West,2025-03-29 11:12:00,2025-03-29 12:33:02.596560,81.04,62.99,70.5
114,VH-163,South,2024-06-28 23:32:00,2024-06-28 23:48:58.258541,16.97,20.97,34.49
115,VH-163,South,2024-07-21 23:32:00,2024-07-21 23:47:46.911466,15.78,18.37,6.64
116,VH-033,Central,2025-02-09 04:57:00,2025-02-09 06:43:26.937602,106.45,102.44,6.86
117,VH-123,Central,2024-09-04 08:44:00,2024-09-04 09:04:28.327540,20.47,21.58,6.21
118,VH-005,South,2025-02-14 18:03:00,2025-02-14 18:29:53.985091,26.9,30.59,41.38
119,VH-041,South,2025-04-27 05:56:00,2025-04-27 06:05:44.170405,9.74,10.72,25.04
120,VH-028,South,2025-02-06 22:15:00,2025-02-06 23:34:28.388793,79.47,90.22,62.83
121,VH-135,Central,2024-12-05 20:26:00,2024-12-05 20:45:05.856179,19.1,14.64,20.31
122,VH-072,East,2024-08-31 05:37:00,2024-08-31 05:55:36.464011,18.61,20.2,112.46
123,VH-012,West,2024-12-04 09:18:00,2024-12-04 09:41:32.245554,23.54,23.07,2.45
124,VH-162,South,2024-05-26 17:39:00,2024-05-26 18:16:50.852083,37.85,45.91,21.0
125,VH-033,Central,2025-02-17 12:27:00,2025-02-17 12:36:46.354897,9.77,8.45,43.3
126,VH-048,North,2024-07-08 14:11:00,2024-07-08 14:20:52.929501,9.88,10.08,11.44
127,VH-151,Central,2024-08-31 13:04:00,2024-08-31 13:20:00.895680,16.01,15.78,54.53
128,VH-062,East,2024-10-05 14:43:00,2024-10-05 15:33:59.910649,51.0,56.65,80.66
129,VH-037,East,2024-06-26 03:08:00,2024-06-26 04:09:20.048160,61.33,57.38,172.48
130,VH-099,South,2024-07-11 16:16:00,2024-07-11 16:27:13.538485,11.23,13.16,12.37
131,VH-172,West,2025-02-19 23:17:00,2025-02-20 00:23:18.100931,66.3,53.12,11.58
132,VH-104,Central,2024-11-01 01:38:00,2024-11-01 02:02:39.422466,24.66,23.73,51.29
133,VH-035,West,2024-11-26 09:47:00,2024-11-26 10:13:01.044791,26.02,22.06,6.33
134,VH-193,North,2025-02-08 05:42:00,2025-02-08 06:24:59.587030,42.99,52.69,11.34
135,VH-101,West,2025-04-26 02:27:00,2025-04-26 02:55:19.682370,28.33,36.27,71.08
136,VH-175,West,2024-08-12 00:19:00,2024-08-12 01:19:30.980336,60.52,74.21,99.48
137,VH-131,South,2024-06-21 09:59:00,2024-06-21 10:24:29.319894,25.49,32.88,129.55
138,VH-001,North,2025-03-09 20:08:00,2025-03-09 20:37:01.270545,29.02,26.97,155.26
139,VH-005,East,2025-01-14 01:31:00,2025-01-14 01:47:59.889156,17.0,17.43,17.77
140,VH-142,West,2024-11-15 22:51:00,2024-11-15 22:56:38.472160,5.64,6.6,80.21
141,VH-103,North,2024-08-31 23:50:00,2024-09-01 00:19:43.511597,29.73,36.85,145.27
142,VH-027,North,2025-02-18 07:53:00,2025-02-18 08:43:51.883584,50.86,51.57,31.35
143,VH-137,East,2025-03-15 02:15:00,2025-03-15 02:26:37.695960,11.63,14.37,283.39
144,VH-015,South,2025-04-18 04:29:00,2025-04-18 04:54:34.628768,25.58,18.27,43.49
145,VH-090,North,2025-01-13 17:10:00,2025-01-13 17:59:33.722455,49.56,41.54,1.65
146,VH-042,East,2025-02-11 15:45:00,2025-02-11 16:05:05.603869,20.09,21.6,38.77
147,VH-124,Central,2024-05-23 05:07:00,2024-05-23 05:24:10.004231,17.17,14.11,36.09
148,VH-179,North,2025-03-15 07:37:00,2025-03-15 07:43:28.305995,6.47,7.28,85.89
149,VH-063,Central,2025-01-21 21:55:00,2025-01-21 22:09:27.574993,14.46,13.67,104.73
150,VH-096,Central,2024-11-25 12:12:00,2024-11-25 12:33:06.833372,21.11,27.12,66.3
151,VH-052,North,2024-08-03 17:50:00,2024-08-03 18:02:34.938948,12.58,9.89,1.18
152,VH-096,East,2024-12-17 08:57:00,2024-12-17 09:13:41.865581,16.7,13.54,75.34
153,VH-132,Central,2024-06-16 15:34:00,2024-06-16 15:59:59.376864,25.99,18.75,22.92
154,VH-151,South,2024-06-19 19:47:00,2024-06-19 20:10:36.516288,23.61,24.05,16.18
155,VH-143,West,2025-03-27 15:50:00,2025-03-27 16:13:19.022252,23.32,20.48,231.38
156,VH-171,Central,2025-04-22 22:50:00,2025-04-23 00:01:24.471877,71.41,89.21,24.16
157,VH-029,Central,2024-11-28 07:46:00,2024-11-28 08:08:20.826087,22.35,18.96,32.18
158,VH-036,West,2025-04-06 03:32:00,2025-04-06 04:19:05.548493,47.09,41.58,28.28
159,VH-013,East,2024-07-04 22:45:00,2024-07-04 23:07:29.873001,22.5,22.09,40.05
160,VH-160,South,2024-12-19 20:15:00,2024-12-19 21:44:29.482670,89.49,113.02,38.65
161,VH-071,South,2024-10-23 15:09:00,2024-10-23 17:27:35.486479,138.59,102.44,3.96
162,VH-187,Central,2024-08-16 21:44:00,2024-08-16 22:29:47.158804,45.79,57.21,22.91
163,VH-086,North,2025-04-28 19:04:00,2025-04-28 21:04:29.616410,120.49,143.6,64.71
164,VH-028,North,2024-09-27 00:26:00,2024-09-27 01:02:11.471951,36.19,44.57,0.65
165,VH-066,Central,2024-11-09 15:44:00,2024-11-09 17:46:18.478386,122.31,94.74,1.17
166,VH-170,North,2024-09-24 16:43:00,2024-09-24 17:13:47.393380,30.79,28.66,133.09
167,VH-045,South,2024-08-02 05:53:00,2024-08-02 06:16:52.603738,23.88,24.36,64.6
168,VH-062,South,2024-08-13 14:39:00,2024-08-13 14:57:53.574663,18.89,20.97,77.83
169,VH-185,West,2024-05-29 12:41:00,2024-05-29 13:39:39.219924,58.65,73.97,40.8
170,VH-134,South,2025-01-09 05:50:00,2025-01-09 05:57:16.847461,7.28,6.66,8.45
171,VH-028,East,2025-03-29 10:25:00,2025-03-29 10:33:55.041305,8.92,10.1,82.5
172,VH-028,South,2024-05-05 16:10:00,2024-05-05 16:58:09.394723,48.16,38.72,23.97
173,VH-108,Central,2024-07-26 05:06:00,2024-07-26 05:53:36.961064,47.62,59.52,127.35
174,VH-044,North,2024-09-11 04:04:00,2024-09-11 04:35:44.444370,31.74,31.64,82.49
175,VH-084,North,2025-01-31 03:52:00,2025-01-31 03:59:50.696122,7.84,8.17,3.5
176,VH-030,South,2025-04-19 16:57:00,2025-04-19 17:41:59.498243,44.99,57.97,89.56
177,VH-190,South,2025-03-12 19:21:00,2025-03-12 19:34:38.016936,13.63,13.37,1.39
178,VH-075,North,2025-03-07 02:15:00,2025-03-07 02:39:55.195714,24.92,25.55,121.01
179,VH-128,North,2024-08-20 14:21:00,2024-08-20 14:36:50.838241,15.85,18.36,47.69
180,VH-092,South,2025-01-16 23:17:00,2025-01-16 23:59:54.658542,42.91,52.7,42.3
181,VH-190,East,2024-06-25 00:15:00,2024-06-25 00:43:18.144669,28.3,27.45,54.93
182,VH-129,East,2025-02-17 17:52:00,2025-02-17 18:02:00.548769,10.01,11.64,25.92
183,VH-121,North,2024-07-24 16:09:00,2024-07-24 16:23:37.084802,14.62,13.66,18.84
184,VH-027,West,2024-11-10 13:25:00,2024-11-10 14:18:16.332355,53.27,57.12,41.74
185,VH-190,East,2024-08-19 07:09:00,2024-08-19 07:31:17.102880,22.29,26.68,20.77
186,VH-121,Central,2024-11-14 11:59:00,2024-11-14 12:27:18.601392,28.31,22.2,57.24
187,VH-116,North,2024-12-28 10:12:00,2024-12-28 10:48:48.450637,36.81,38.39,0.37
188,VH-003,East,2024-08-29 18:28:00,2024-08-29 19:20:40.963326,52.68,61.93,73.82
189,VH-103,South,2024-11-24 19:03:00,2024-11-24 19:10:11.675434,7.19,8.64,50.46
190,VH-198,West,2024-08-26 20:13:00,2024-08-26 21:04:18.080150,51.3,51.06,25.94
191,VH-200,South,2024-10-08 14:20:00,2024-10-08 14:48:12.784963,28.21,35.47,41.5
192,VH-155,South,2024-09-28 02:53:00,2024-09-28 03:13:10.753812,20.18,23.43,117.52
193,VH-137,West,2024-06-12 09:47:00,2024-06-12 10:01:13.692994,14.23,10.35,27.88
194,VH-062,North,2024-06-17 15:27:00,2024-06-17 15:40:06.468278,13.11,11.68,18.85
195,VH-165,South,2025-04-11 17:30:00,2025-04-11 18:35:48.412722,65.81,62.42,16.35
196,VH-051,North,2025-01-17 08:20:00,2025-01-17 08:38:38.196695,18.64,22.63,133.11
197,VH-172,North,2024-12-18 04:40:00,2024-12-18 05:05:33.859320,25.56,32.34,7.03
198,VH-152,North,2025-03-07 01:15:00,2025-03-07 01:40:28.019450,25.47,28.53,78.74
199,VH-059,South,2024-07-25 16:47:00,2024-07-25 18:09:19.128988,82.32,59.15,10.43
200,VH-118,North,2024-05-16 09:17:00,2024-05-16 09:43:00.589700,26.01,23.23,63.06
201,VH-160,South,2024-06-20 21:47:00,2024-06-20 22:35:14.182941,48.24,43.15,73.79
202,VH-096,North,2025-03-02 02:35:00,2025-03-02 03:54:04.569818,79.08,67.44,102.0
203,VH-180,Central,2024-11-10 06:44:00,2024-11-10 06:52:24.819902,8.41,10.88,9.93
204,VH-113,South,2024-12-01 05:40:00,2024-12-01 05:53:38.081561,13.63,12.92,273.8
205,VH-062,Central,2024-08-21 16:28:00,2024-08-21 16:40:22.785466,12.38,12.24,6.7
206,VH-186,North,2024-12-12 02:51:00,2024-12-12 03:08:35.558035,17.59,14.18,43.91
207,VH-052,South,2025-03-17 15:32:00,2025-03-17 16:03:59.298186,31.99,35.88,63.56
208,VH-012,West,2024-11-07 16:41:00,2024-11-07 17:01:48.087828,20.8,15.65,44.23
209,VH-039,Central,2024-06-12 12:05:00,2024-06-12 12:54:44.327044,49.74,36.73,97.1
210,VH-130,East,2025-01-23 05:23:00,2025-01-23 05:30:44.246387,7.74,5.71,4.0
211,VH-131,East,2024-09-15 08:35:00,2024-09-15 09:40:21.783878,65.36,52.35,20.86
212,VH-113,West,2025-03-17 00:40:00,2025-03-17 03:36:47.069042,176.78,128.73,38.18
213,VH-101,West,2024-10-06 03:57:00,2024-10-06 04:12:40.647761,15.68,16.77,38.87
214,VH-113,East,2024-10-23 19:26:00,2024-10-23 19:49:41.594579,23.69,28.69,44.97
215,VH-184,South,2024-05-26 05:29:00,2024-05-26 05:36:20.695941,7.34,5.97,115.1
216,VH-081,North,2024-07-15 11:45:00,2024-07-15 12:04:48.580555,19.81,16.36,90.52
217,VH-187,South,2024-09-29 17:49:00,2024-09-29 18:01:28.484754,12.47,13.53,77.52
218,VH-113,East,2024-07-25 01:55:00,2024-07-25 02:17:29.836553,22.5,24.97,34.61
219,VH-002,Central,2024-10-11 19:16:00,2024-10-11 19:49:51.204825,33.85,29.1,10.94
220,VH-130,Central,2024-05-10 13:09:00,2024-05-10 15:36:31.948749,147.53,150.59,84.49
221,VH-054,North,2024-12-28 06:18:00,2024-12-28 06:29:47.543452,11.79,13.99,270.05
222,VH-087,North,2024-06-26 05:35:00,2024-06-26 06:14:39.020322,39.65,51.38,475.81
223,VH-129,East,2024-12-17 09:40:00,2024-12-17 09:52:52.845702,12.88,10.68,196.48
224,VH-147,East,2024-07-25 16:16:00,2024-07-25 16:53:09.829710,37.16,48.27,32.9
225,VH-126,North,2025-04-27 09:34:00,2025-04-27 09:40:43.929883,6.73,8.06,67.43
226,VH-130,Central,2024-05-29 13:49:00,2024-05-29 16:38:34.290759,169.57,134.72,130.36
227,VH-053,West,2024-11-27 10:27:00,2024-11-27 12:42:12.041202,135.2,132.94,94.09
228,VH-172,West,2025-02-23 22:33:00,2025-02-23 22:59:36.150539,26.6,25.92,107.84
229,VH-160,West,2024-05-15 16:03:00,2024-05-15 17:26:56.610323,83.94,81.87,3.34
230,VH-198,Central,2025-01-03 02:27:00,2025-01-03 02:51:21.532164,24.36,19.61,71.95
231,VH-160,South,2025-04-27 08:39:00,2025-04-27 09:25:10.428498,46.17,53.77,99.17
232,VH-068,South,2024-05-18 12:42:00,2024-05-18 12:48:53.208526,6.89,7.44,7.03
233,VH-183,Central,2024-08-28 19:18:00,2024-08-28 19:58:54.617560,40.91,44.66,34.86
234,VH-184,South,2024-08-27 18:32:00,2024-08-27 20:03:17.251062,91.29,74.44,148.13
235,VH-123,West,2024-05-15 01:35:00,2024-05-15 02:08:26.864408,33.45,34.16,71.02
236,VH-145,Central,2024-07-21 15:53:00,2024-07-21 17:08:05.297415,75.09,70.18,21.48
237,VH-038,North,2024-09-20 03:27:00,2024-09-20 04:36:23.190332,69.39,53.42,48.74
238,VH-024,Central,2025-02-27 05:09:00,2025-02-27 05:53:56.453797,44.94,32.7,138.06
239,VH-069,East,2025-03-10 16:58:00,2025-03-10 17:08:51.517586,10.86,10.16,2.13
240,VH-116,West,2025-03-31 21:09:00,2025-03-31 22:06:34.631006,57.58,69.41,39.59
241,VH-098,West,2024-05-12 05:00:00,2024-05-12 05:44:59.816059,45.0,37.94,11.28
242,VH-198,East,2024-08-30 03:40:00,2024-08-30 05:05:48.666712,85.81,84.71,110.03
243,VH-139,West,2025-03-27 03:53:00,2025-03-27 04:04:51.514361,11.86,13.96,141.66
244,VH-144,East,2025-02-01 09:00:00,2025-02-01 09:33:59.675348,33.99,26.12,25.88
245,VH-097,East,2024-07-01 12:25:00,2024-07-01 13:11:06.207926,46.1,39.23,65.9
246,VH-124,West,2024-11-04 02:44:00,2024-11-04 03:10:14.812500,26.25,25.53,122.26
247,VH-187,Central,2024-07-25 05:00:00,2024-07-25 05:41:57.488304,41.96,38.25,21.23
248,VH-070,East,2024-09-25 08:14:00,2024-09-25 08:43:55.138295,29.92,24.09,12.51
249,VH-093,North,2024-10-30 15:45:00,2024-10-30 16:11:00.423818,26.01,25.24,28.86
250,VH-003,East,2024-05-13 00:41:00,2024-05-13 01:27:10.293486,46.17,48.8,59.24
251,VH-148,North,2025-01-30 14:08:00,2025-01-30 14:41:31.192497,33.52,36.31,15.71
252,VH-187,Central,2024-06-14 16:34:00,2024-06-14 17:16:48.331498,42.81,34.97,1.74
253,VH-164,East,2024-06-24 16:08:00,2024-06-24 16:19:46.593641,11.78,13.32,62.18
254,VH-147,East,2024-09-29 12:08:00,2024-09-29 12:37:17.928074,29.3,33.24,36.28
255,VH-090,East,2025-04-28 09:39:00,2025-04-28 10:09:26.537276,30.44,34.08,73.53
256,VH-195,North,2024-06-11 21:14:00,2024-06-11 22:29:43.811096,75.73,79.63,191.26
257,VH-147,Central,2024-10-26 06:55:00,2024-10-26 07:03:06.548940,8.11,7.54,97.91
258,VH-148,West,2024-08-10 01:34:00,2024-08-10 01:39:03.214533,5.05,4.39,101.22
259,VH-096,South,2024-10-29 19:12:00,2024-10-29 19:33:25.255345,21.42,23.97,122.98
260,VH-199,East,2024-06-27 04:04:00,2024-06-27 04:12:47.390622,8.79,6.52,7.99
261,VH-052,East,2024-06-04 19:22:00,2024-06-04 19:42:52.136827,20.87,23.47,32.66
262,VH-161,East,2024-07-28 02:34:00,2024-07-28 02:43:44.833197,9.75,10.98,118.04
263,VH-168,West,2025-03-11 05:29:00,2025-03-11 05:45:01.233811,16.02,17.6,66.5
264,VH-128,Central,2025-04-29 00:12:00,2025-04-29 00:39:57.251184,27.95,29.33,6.88
265,VH-039,North,2024-05-21 19:59:00,2024-05-21 20:04:39.102278,5.65,6.76,110.19
266,VH-082,West,2024-12-20 16:23:00,2024-12-20 16:31:05.342885,8.09,7.74,31.66
267,VH-104,Central,2024-08-07 00:08:00,2024-08-07 00:13:00.460790,5.01,5.24,3.65
268,VH-129,South,2024-07-24 05:43:00,2024-07-24 06:05:06.350534,22.11,19.69,21.01
269,VH-011,Central,2025-04-21 17:09:00,2025-04-21 20:09:00.000000,180.0,182.07,11.56
270,VH-185,Central,2025-01-03 16:23:00,2025-01-03 16:56:05.097607,33.08,29.04,1.9
271,VH-178,North,2024-07-17 03:44:00,2024-07-17 03:57:52.304215,13.87,13.07,25.9
272,VH-151,Central,2024-06-29 14:34:00,2024-06-29 14:45:28.172239,11.47,13.29,74.64
273,VH-159,Central,2024-06-30 09:50:00,2024-06-30 10:08:10.844023,18.18,19.93,45.92
274,VH-042,East,2025-01-16 15:22:00,2025-01-16 15:43:45.900761,21.77,17.02,40.77
275,VH-099,North,2024-05-03 21:14:00,2024-05-03 21:29:14.319884,15.24,15.93,45.76
276,VH-007,Central,2024-11-16 15:48:00,2024-11-16 16:48:34.466151,60.57,52.9,56.09
277,VH-144,Central,2024-10-13 02:24:00,2024-10-13 03:12:26.529334,48.44,58.78,3.98
